"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Cote d'Ivoire","CIV","Survey mean consumption or income per capita, total population (2017 PPP $ per day)","SI.SPR.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.66","","","5.54","","","",
"Cote d'Ivoire","CIV","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","SI.SPR.PC40.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.21","","","",
"Cote d'Ivoire","CIV","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.56","","","2.66","","","",
"Cote d'Ivoire","CIV","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","23.4","24.3","29.3","36.1","","","","46","","","46.1","","","50.2","","","","49.4","","","","","","51","","","","","","","51","","","34.5","","","34.3","","","",
"Cote d'Ivoire","CIV","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","55.6","62.4","68.9","76.6","","","","84.3","","","86.7","","","87.4","","","","86.6","","","","","","86.6","","","","","","","87.9","","","75.6","","","76.4","","","",
"Cote d'Ivoire","CIV","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.4","","","39.5","","","37.5","","","",
"Cote d'Ivoire","CIV","Poverty gap at $3.65 a day (2017 PPP) (%)","SI.POV.LMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","8","6.2","9.5","13.3","","","","22.4","","","21.5","","","25.5","","","","24.8","","","","","","28.1","","","","","","","27.2","","","12","","","10.9","","","",
"Cote d'Ivoire","CIV","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","23.9","23.8","32.1","41.3","","","","55.4","","","55.9","","","64.5","","","","63.5","","","","","","62.9","","","","","","","63.2","","","39.7","","","38.4","","","",
"Cote d'Ivoire","CIV","Gini index","SI.POV.GINI","","","","","","","","","","","","","","","","","","","","","","","","","","45.5","38","40.5","36.9","","","","39.4","","","40.6","","","39","","","","41.3","","","","","","43.2","","","","","","","41.5","","","37.2","","","35.3","","","",
"Cote d'Ivoire","CIV","Poverty gap at $2.15 a day (2017 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","0.9","2.2","3.5","","","","8.5","","","6.5","","","9.6","","","","8.9","","","","","","12.4","","","","","","","11.2","","","2.4","","","1.9","","","",
"Cote d'Ivoire","CIV","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","4.4","9.4","13.4","","","","27.1","","","25.9","","","30.4","","","","29.1","","","","","","34.4","","","","","","","33.4","","","11.5","","","9.7","","","",
"Cote d'Ivoire","CIV","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","5","6.9","6.3","6.8","","","","6","","","6.6","","","6.4","","","","6.1","","","","","","5.1","","","","","","","5.7","","","7","","","7.6","","","",
"Cote d'Ivoire","CIV","Income share held by lowest 10%","SI.DST.FRST.10","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","2.8","2.5","2.7","","","","2.3","","","2.7","","","2.6","","","","2.3","","","","","","1.8","","","","","","","2.1","","","2.9","","","3.1","","","",
"Cote d'Ivoire","CIV","Proportion of people living below 50 percent of median income (%)","SI.DST.50MD","","","","","","","","","","","","","","","","","","","","","","","","","","17.4","11.2","13.7","12.6","","","","16","","","12.8","","","14.3","","","","13","","","","","","17.4","","","","","","","15.3","","","12","","","10.1","","","",
"Cote d'Ivoire","CIV","Income share held by highest 10%","SI.DST.10TH.10","","","","","","","","","","","","","","","","","","","","","","","","","","35.6","29.4","32","28.3","","","","29.5","","","32.7","","","30.1","","","","31.3","","","","","","32.6","","","","","","","31.9","","","29","","","27.8","","","",
"Cote d'Ivoire","CIV","Income share held by highest 20%","SI.DST.05TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","51.2","45.4","47.5","43.8","","","","45.8","","","47.4","","","46.2","","","","48.5","","","","","","49","","","","","","","47.7","","","44.7","","","43.3","","","",
"Cote d'Ivoire","CIV","Income share held by fourth 20%","SI.DST.04TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","20.7","21.6","21","22.6","","","","22.3","","","21.3","","","21.4","","","","20.6","","","","","","21.7","","","","","","","21.7","","","21.9","","","21.8","","","",
"Cote d'Ivoire","CIV","Income share held by third 20%","SI.DST.03RD.20","","","","","","","","","","","","","","","","","","","","","","","","","","13.8","15.2","14.8","15.5","","","","15.3","","","14.5","","","15.2","","","","13.7","","","","","","14.2","","","","","","","14.6","","","15.4","","","15.7","","","",
"Cote d'Ivoire","CIV","Income share held by second 20%","SI.DST.02ND.20","","","","","","","","","","","","","","","","","","","","","","","","","","9.3","10.9","10.4","11.3","","","","10.6","","","10.2","","","10.8","","","","11.2","","","","","","9.9","","","","","","","10.2","","","11","","","11.6","","","",
"Cote d'Ivoire","CIV","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.07658","","65.53594","","63.9953","","62.45466","","60.91402","","59.37338","","57.83274","","56.2921","","54.75146","","53.21082","","53.21082","","","","",
"Cameroon","CMR","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","SI.SPR.PCAP.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.84","","","","","","","","","","",
"Cameroon","CMR","Survey mean consumption or income per capita, total population (2017 PPP $ per day)","SI.SPR.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.42","","","","","","","5.75","","","","","","","","","","",
"Cameroon","CMR","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","SI.SPR.PC40.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.41","","","","","","","","","","",
"Cameroon","CMR","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.69","","","","","","","1.87","","","","","","","","","","",
"Cameroon","CMR","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.2","","","","","45.4","","","","","","47.5","","","","","","","39.9","","","","","","","39.4","","","",
"Cameroon","CMR","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.8","","","","","84","","","","","","84.3","","","","","","","74.8","","","","","","","76","","","",
"Cameroon","CMR","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.2","","","","","","39.9","","","","","","","37.5","","","","","","","","","","",
"Cameroon","CMR","Poverty gap at $3.65 a day (2017 PPP) (%)","SI.POV.LMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.7","","","","","21.2","","","","","","24.5","","","","","","","20.1","","","","","","","18.4","","","",
"Cameroon","CMR","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.4","","","","","55.8","","","","","","58.5","","","","","","","47","","","","","","","46.7","","","",
"Cameroon","CMR","Gini index","SI.POV.GINI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.4","","","","","42.1","","","","","","42.8","","","","","","","46.6","","","","","","","42.2","","","",
"Cameroon","CMR","Poverty gap at $2.15 a day (2017 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.8","","","","","6.9","","","","","","9.3","","","","","","","8.3","","","","","","","6.6","","","",
"Cameroon","CMR","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.4","","","","","25.7","","","","","","31.4","","","","","","","25.7","","","","","","","23","","","",
"Cameroon","CMR","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","","","","","6.2","","","","","","5.8","","","","","","","4.5","","","","","","","5.4","","","",
"Cameroon","CMR","Income share held by lowest 10%","SI.DST.FRST.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","","","","","2.5","","","","","","2.5","","","","","","","1.7","","","","","","","2.1","","","",
"Cameroon","CMR","Proportion of people living below 50 percent of median income (%)","SI.DST.50MD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1","","","","","13.2","","","","","","15.8","","","","","","","21.7","","","","","","","18.8","","","",
"Cameroon","CMR","Income share held by highest 10%","SI.DST.10TH.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.1","","","","","33.6","","","","","","33","","","","","","","35","","","","","","","31.1","","","",
"Cameroon","CMR","Income share held by highest 20%","SI.DST.05TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.7","","","","","49","","","","","","49.1","","","","","","","51.7","","","","","","","47.9","","","",
"Cameroon","CMR","Income share held by fourth 20%","SI.DST.04TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.6","","","","","20.6","","","","","","21.5","","","","","","","21.6","","","","","","","22.5","","","",
"Cameroon","CMR","Income share held by third 20%","SI.DST.03RD.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","","","","14.2","","","","","","14","","","","","","","13.7","","","","","","","14.7","","","",
