SITE_UPRN,SITE_NAME,PRIMARY_ADDRESS,STREET,LOCALITY,TOWN,COUNTY,POSTCODE,GIA,EASTING,NORTHING,PARISH,DISTRICT,SUBCLIENT,SITESTATUS,SITEFUNCTIONDETAIL 
083801,SILVERTON CHURCH OF ENGLAND PRIMARY SCHOOL,,COACH ROAD,SILVERTON,EXETER,DEVON,EX5  4JY,833.80,295986.00,103247.00,Silverton CP,MID DEVON,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
083901,STOCKLAND CHURCH OF ENGLAND PRIMARY SCHOOL,,,STOCKLAND,HONITON,DEVON,EX14 9EF,425.00,324638.00,104428.00,Stockland CP,EAST DEVON,Education Schools,Academy,Primary school
084001,STOKE CANON CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,STOKE CANON,EXETER,DEVON,EX5  4AS,799.00,293979.00,97953.00,Stoke Canon CP,EAST DEVON,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
084002,STOKE CANON CHURCH OF ENGLAND PRIMARY SCHOOL-RIVER CLOSE DETACHED PLAYING FIELD,,,STOKE CANON,EXETER,DEVON,EX5  4AS,,293646.00,97702.00,Stoke Canon CP,EAST DEVON,Education Schools,Freehold,Primary school
084101,THORVERTON CHURCH OF ENGLAND PRIMARY SCHOOL,,SCHOOL LANE,THORVERTON,EXETER,DEVON,EX5  5NR,629.20,292499.00,102023.00,Thorverton CP,MID DEVON,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
084201,UPLOWMAN CHURCH OF ENGLAND PRIMARY SCHOOL,,VALLEY VIEW,"WESTLEIGH, UPLOWMAN",TIVERTON,DEVON,EX16 7DR,382.00,301814.00,115524.00,Uplowman CP,MID DEVON,Education Schools,Church Owned,Primary school
084301,BERRYNARBOR CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,BERRYNARBOR,ILFRACOMBE,DEVON,EX34 9SE,244.30,256034.00,146632.00,Berrynarbor CP,NORTH DEVON,Education Schools,Church Owned,Primary school
084302,BERRYNARBOR CHURCH OF ENGLAND PRIMARY SCHOOL-BERRYNARBOR PARISH HALL SITE,,,BERRYNARBOR,ILFRACOMBE,DEVON,EX34 9SE,99.10,256016.00,146578.00,Berrynarbor CP,NORTH DEVON,Education Schools,Leasehold,Primary school
084303,BERRYNARBOR CHURCH OF ENGLAND PRIMARY SCHOOL-PLAYGROUND SITE,,,BERRYNARBOR,ILFRACOMBE,DEVON,EX34 9SE,,255987.00,146606.00,Berrynarbor CP,NORTH DEVON,Education Schools,Memo of Arrangement / User Agreement,Primary school
084304,BERRYNARBOR CHURCH OF ENGLAND PRIMARY SCHOOL-RECREATION FIELD,,,BERRYNARBOR,ILFRACOMBE,DEVON,EX34 9SE,,255799.00,146688.00,Berrynarbor CP,NORTH DEVON,Education Schools,Memo of Arrangement / User Agreement,Primary school
084401,BLACK TORRINGTON CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,BLACK TORRINGTON,BEAWORTHY,DEVON,EX21 5PU,319.00,246464.00,105673.00,Black Torrington CP,TORRIDGE,Education Schools,Church Owned,Primary school
084402,BLACK TORRINGTON CHURCH OF ENGLAND PRIMARY SCHOOL-PLAYING FIELD,,,BLACK TORRINGTON,BEAWORTHY,DEVON,EX21 5PU,,246574.00,105643.00,Black Torrington CP,TORRIDGE,Education Schools,Memo of Arrangement / User Agreement,Primary school
084501,BRIDGERULE CHURCH OF ENGLAND PRIMARY SCHOOL,,,BRIDGERULE,HOLSWORTHY,DEVON,EX22 7EN,394.00,227613.00,102831.00,Bridgerule CP,TORRIDGE,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
084601,BURRINGTON CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,BURRINGTON,UMBERLEIGH,DEVON,EX37 9JG,328.50,263812.00,116794.00,Burrington CP,NORTH DEVON,Education Schools,Academy,Primary school
084602,BURRINGTON CHURCH OF ENGLAND PRIMARY SCHOOL-PLAYING FIELD,,,BURRINGTON,UMBERLEIGH,DEVON,EX37 9JG,,263797.00,116869.00,Burrington CP,NORTH DEVON,Education Schools,Academy,Primary school
084701,GEORGEHAM C of E (VC) PRIMARY SCHOOL,,,GEORGEHAM,BRAUNTON,DEVON,EX33 1JT,633.70,246224.00,139867.00,Georgeham CP,NORTH DEVON,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
084801,GOODLEIGH CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,GOODLEIGH,BARNSTAPLE,DEVON,EX32 7NR,187.00,259846.00,134124.00,Goodleigh CP,NORTH DEVON,Education Schools,Church Owned,Primary school
084802,GOODLEIGH CHURCH OF ENGLAND PRIMARY SCHOOL-TEMP CLASSROOM SITE,,,GOODLEIGH,BARNSTAPLE,DEVON,EX32 7NR,191.00,259817.00,134174.00,Goodleigh CP,NORTH DEVON,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
084803,GOODLEIGH CHURCH OF ENGLAND PRIMARY SCHOOL-DETACHED PLAYING FIELD,,,GOODLEIGH,BARNSTAPLE,DEVON,EX32 7NR,,260181.00,134511.00,Goodleigh CP,NORTH DEVON,Education Schools,Memo of Arrangement / User Agreement,Primary school
085001,HIGH BICKINGTON CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,HIGH BICKINGTON,UMBERLEIGH,DEVON,EX37 9AY,298.00,259975.00,120502.00,High Bickington CP,TORRIDGE,Education Schools,Mixed Tenure,Primary school
085002,HIGH BICKINGTON CHURCH OF ENGLAND PRIMARY SCHOOL-PLAYING FIELD,,,HIGH BICKINGTON,UMBERLEIGH,DEVON,EX37 9AY,,260237.00,120075.00,High Bickington CP,TORRIDGE,Education Schools,Memo of Arrangement / User Agreement,Primary school
085201,HOLYWELL CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,TAWSTOCK,BARNSTAPLE,DEVON,EX31 3HZ,386.00,255234.00,129818.00,Tawstock CP,NORTH DEVON,Education Schools,Church Owned,Primary school
085202,HOLYWELL CHURCH OF ENGLAND PRIMARY SCHOOL-LEASED PLAYING FIELD,,,TAWSTOCK,BARNSTAPLE,DEVON,EX31 3HZ,,255275.00,130013.00,Tawstock CP,NORTH DEVON,Education Schools,Leasehold,Primary school
085301,ILFRACOMBE CHURCH OF ENGLAND JUNIOR SCHOOL,,PRINCESS AVENUE,,ILFRACOMBE,DEVON,EX34 9LW,3014.10,252006.00,147339.00,Ilfracombe CP,NORTH DEVON,Education Schools,Freehold,Primary school
085401,PARRACOMBE CHURCH OF ENGLAND PRIMARY SCHOOL,,,PARRACOMBE,BARNSTAPLE,DEVON,EX31 4QJ,289.00,267072.00,144870.00,Parracombe CP,NORTH DEVON,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
085501,PYWORTHY CHURCH OF ENGLAND PRIMARY SCHOOL,,,PYWORTHY,HOLSWORTHY,DEVON,EX22 6ST,229.10,231321.00,102944.00,Pyworthy CP,TORRIDGE,Education Schools,Church Owned,Primary school
085601,WITHERIDGE CHURCH OF ENGLAND PRIMARY SCHOOL,,FORE STREET,WITHERIDGE,TIVERTON,DEVON,EX16 8AH,749.70,280694.00,114231.00,Witheridge CP,NORTH DEVON,Education Schools,Church Owned,Primary school
085701,ST MARYS CHURCH OF ENGLAND PRIMARY SCHOOL (BIDEFORD),,CHANTERS ROAD,,BIDEFORD,DEVON,EX39 2QN,1579.00,245380.00,127506.00,Northam CP,TORRIDGE,Education Schools,Freehold,Primary school
085801,ASHLEIGH C OF E (VC) PRIMARY SCHOOL,,BEVAN ROAD,,BARNSTAPLE,DEVON,EX32 8LJ,1663.00,256305.00,133097.00,Barnstaple CP,NORTH DEVON,Education Schools,Freehold,Primary school
085901,AVETON GIFFORD C OF E PRIMARY SCHOOL-MAIN SCHOOL SITE,,FORE STREET,AVETON GIFFORD,KINGSBRIDGE,DEVON,TQ7  4LB,469.00,269435.00,47685.00,Aveton Gifford CP,SOUTH HAMS,Education Schools,Academy,Primary school
086001,BERRY POMEROY PAROCHIAL CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,BERRY POMEROY,TOTNES,DEVON,TQ9  6LH,451.00,282967.00,61291.00,Berry Pomeroy CP,SOUTH HAMS,Education Schools,Leasehold,Primary school
086002,BERRY POMEROY PAROCHIAL CHURCH OF ENGLAND PRIMARY SCHOOL-VILLAGE HALL,,,BERRY POMEROY,TOTNES,DEVON,TQ9  6LH,0,282957.00,61263.00,Berry Pomeroy CP,SOUTH HAMS,Education Schools,Licence,Primary school
086101,BLACKPOOL CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,LIVERTON,NEWTON ABBOT,DEVON,TQ12 6JB,1884.00,281246.00,74093.00,Ilsington CP,TEIGNBRIDGE,Education Schools,Academy,Primary school
086102,BLACKPOOL CHURCH OF ENGLAND PRIMARY SCHOOL-SPORTS FIELD OVER ROAD,,,LIVERTON,NEWTON ABBOT,DEVON,TQ12 6JB,21.00,281311.00,74165.00,Ilsington CP,TEIGNBRIDGE,Education Schools,Academy,Primary school
086301,CHARLETON CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,WEST CHARLETON,KINGSBRIDGE,DEVON,TQ7  2AL,501.00,275496.00,42620.00,Charleton CP,SOUTH HAMS,Education Schools,Church Owned,Primary school
086302,CHARLETON CHURCH OF ENGLAND PRIMARY SCHOOL-PLAYING FIELD,,,WEST CHARLETON,KINGSBRIDGE,DEVON,TQ7  2AL,,275497.00,42591.00,Charleton CP,SOUTH HAMS,Education Schools,Memo of Arrangement / User Agreement,Primary school
086303,CHARLETON CHURCH OF ENGLAND PRIMARY SCHOOL-CROFT FARM PLAYING FIELD,,,WEST CHARLETON,KINGSBRIDGE,DEVON,TQ7  2AL,,275452.00,42579.00,Charleton CP,SOUTH HAMS,Education Schools,Memo of Arrangement / User Agreement,Primary school
086304,CHARLETON CHURCH OF ENGLAND PRIMARY SCHOOL-MARSH LANE PLAYING FIELD,,,WEST CHARLETON,KINGSBRIDGE,DEVON,TQ7  2AL,,275200.00,42500.00,,SOUTH HAMS,Education Schools,Memo of Arrangement / User Agreement,Primary school
086401,CHUDLEIGH LIBRARY,,MARKET WAY,CHUDLEIGH,NEWTON ABBOT,DEVON,TQ13 0HL,150.00,286738.00,79620.00,Chudleigh CP,TEIGNBRIDGE,Library & Information Services,Leasehold,Library
086501,CHUDLEIGH KNIGHTON CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,CHUDLEIGH KNIGHTON,NEWTON ABBOT,DEVON,TQ13 0EU,608.00,284522.00,77443.00,Hennock CP,TEIGNBRIDGE,Education Schools,Academy,Primary school
086502,CHUDLEIGH KNIGHTON CHURCH OF ENGLAND PRIMARY SCHOOL -PLAYING FIELD OPPOSITE PLAYGROUND,,,CHUDLEIGH KNIGHTON,NEWTON ABBOT,DEVON,TQ13 0EU,,284259.00,77471.00,Hennock CP,TEIGNBRIDGE,Education Schools,Academy,Primary school
086601,THE BRIDGE LEARNING CENTRE,,SHINNERS BRIDGE,DARTINGTON,TOTNES,DEVON,TQ9  6JJ,869.00,278643.00,62162.00,Dartington CP,SOUTH HAMS,Education Schools,Mixed Tenure,Pupil Referral Unit
086701,DIPTFORD PAROCHIAL CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,DIPTFORD,TOTNES,DEVON,TQ9  7NY,429.10,272812.00,56715.00,Diptford CP,SOUTH HAMS,Education Schools,Mixed Tenure,Primary school
086702,DIPTFORD PAROCHIAL CHURCH OF ENGLAND PRIMARY SCHOOL-PARISH HALL,,,DIPTFORD,TOTNES,DEVON,TQ9  7NY,0,272722.00,56674.00,Diptford CP,SOUTH HAMS,Education Schools,Licence,Primary school
086801,ILSINGTON CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,ILSINGTON,NEWTON ABBOT,DEVON,TQ13 9RE,338.80,278575.00,76187.00,Ilsington CP,TEIGNBRIDGE,Education Schools,Academy,Primary school
086802,ILSINGTON CHURCH OF ENGLAND PRIMARY SCHOOL-PARISH FIELD,,,ILSINGTON,NEWTON ABBOT,DEVON,TQ13 9RE,,278348.00,76245.00,Ilsington CP,TEIGNBRIDGE,Education Schools,Academy,Primary school
086901,KENN CHURCH OF ENGLAND PRIMARY SCHOOL,,,KENNFORD,EXETER,DEVON,EX6  7TX,720.00,291661.00,86241.00,Kenn CP,TEIGNBRIDGE,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
087001,KINGSKERSWELL CHURCH OF ENGLAND VC PRIMARY SCHOOL,,COFFINSWELL LANE,,KINGSKERSWELL,DEVON,TQ12 5HN,1497.10,288390.00,68009.00,Kingskerswell CP,TEIGNBRIDGE,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
087101,ST MICHAELS CHURCH OF ENGLAND PRIMARY SCHOOL KINGSTEIGNTON,,CHURCH STREET,KINGSTEIGNTON,NEWTON ABBOT,DEVON,TQ12 3BQ,2020.00,287008.00,72940.00,Kingsteignton CP,TEIGNBRIDGE,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
087201,MALBOROUGH WITH SOUTH HUISH C OF E PRIMARY SCHOOL,,HIGHER TOWN,MALBOROUGH,KINGSBRIDGE,DEVON,TQ7  3RN,693.20,270774.00,39787.00,Malborough CP,SOUTH HAMS,Education Schools,Unassigned,Primary school
087301,BEARNES VOLUNTARY PRIMARY SCHOOL-MAIN SCHOOL SITE,,QUEEN STREET,,NEWTON ABBOT,DEVON,TQ12 2AU,570.50,286276.00,71388.00,Newton Abbot CP,TEIGNBRIDGE,Education Schools,Church Owned,Primary school
087302,BEARNES VOLUNTARY PRIMARY SCHOOL-ST.JOSEPHS PARISH HALL,,QUEEN STREET,,NEWTON ABBOT,DEVON,TQ12 2AU,0,286259.00,71328.00,Newton Abbot CP,TEIGNBRIDGE,Education Schools,Church Owned,Primary school
087701,WEST ALVINGTON CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,WEST ALVINGTON,KINGSBRIDGE,DEVON,TQ7  3PP,364.00,272370.00,43801.00,West Alvington CP,SOUTH HAMS,Education Schools,Mixed Tenure,Primary school
087702,WEST ALVINGTON CHURCH OF ENGLAND PRIMARY SCHOOL-PLAYGROUND,,,WEST ALVINGTON,KINGSBRIDGE,DEVON,TQ7  3PP,,272353.00,43851.00,West Alvington CP,SOUTH HAMS,Education Schools,Leasehold,Primary school
087703,WEST ALVINGTON CHURCH OF ENGLAND PRIMARY SCHOOL-VILLAGE HALL,,,WEST ALVINGTON,KINGSBRIDGE,DEVON,TQ7  3PP,137.00,272371.00,43772.00,West Alvington CP,SOUTH HAMS,Education Schools,Memo of Arrangement / User Agreement,Primary school
087801,SALCOMBE CHURCH OF ENGLAND PRIMARY SCHOOL,,ONSLOW ROAD,,SALCOMBE,DEVON,TQ8  8AG,2074.00,273360.00,39103.00,Salcombe CP,SOUTH HAMS,Education Schools,Academy,Primary school
087901,TOTNES ST JOHNS CHURCH OF ENGLAND PRIMARY SCHOOL,,PATHFIELDS,BRIDGETOWN,TOTNES,DEVON,TQ9  5TZ,1193.00,281030.00,60060.00,Totnes CP,SOUTH HAMS,Education Schools,Freehold,Primary school
088001,CHAGFORD CHURCH OF ENGLAND PRIMARY SCHOOL,,,CHAGFORD,NEWTON ABBOT,DEVON,TQ13 8BZ,1419.80,270258.00,87936.00,Chagford CP,WEST DEVON,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
088101,CORNWOOD CHURCH OF ENGLAND PRIMARY SCHOOL,,SCHOOL LANE,CORNWOOD,IVYBRIDGE,DEVON,PL21 9PZ,776.00,260696.00,59851.00,Cornwood CP,SOUTH HAMS,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
088201,EXBOURNE CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,EXBOURNE,OKEHAMPTON,DEVON,EX20 3SQ,409.50,260245.00,101888.00,Exbourne CP,WEST DEVON,Education Schools,Mixed Tenure,Primary school
088202,EXBOURNE CHURCH OF ENGLAND PRIMARY SCHOOL-PLAYING FIELD,,,EXBOURNE,OKEHAMPTON,DEVON,EX20 3SQ,,259981.00,101707.00,Exbourne CP,WEST DEVON,Education Schools,Memo of Arrangement / User Agreement,Primary school
088301,LAMERTON CHURCH OF ENGLAND (VC) PRIMARY SCHOOL-MAIN SCHOOL SITE,,,LAMERTON,TAVISTOCK,DEVON,PL19 8RJ,270.00,245010.00,76964.00,Lamerton CP,WEST DEVON,Education Schools,Church Owned,Primary school
088302,LAMERTON CHURCH OF ENGLAND (VC) PRIMARY SCHOOL - VILLAGE HALL,,,LAMERTON,TAVISTOCK,DEVON,PL19 8RJ,129.00,244631.00,76754.00,Lamerton CP,WEST DEVON,Education Schools,Memo of Arrangement / User Agreement,Primary school
088401,LEW TRENCHARD CHURCH OF ENGLAND PRIMARY SCHOOL,,,LEWDOWN,OKEHAMPTON,DEVON,EX20 4DP,480.00,245719.00,86831.00,Lewtrenchard CP,WEST DEVON,Education Schools,Church Owned,Primary school
088601,NORTHLEW AND ASHBURY PAROCHIAL CHURCH OF ENGLAND PRIMARY SCHOOL,,,NORTHLEW,OKEHAMPTON,DEVON,EX20 3PB,346.00,250459.00,99046.00,Northlew CP,WEST DEVON,Education Schools,Church Owned,Primary school
089201,ST RUMONS CHURCH OF ENGLAND INFANTS SCHOOL TAVISTOCK,,DOLVIN ROAD,,TAVISTOCK,DEVON,PL19 9EA,719.00,248354.00,74521.00,Tavistock CP,WEST DEVON,Education Schools,Church Owned,Primary school
089301,AWLISCOMBE CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,AWLISCOMBE,HONITON,DEVON,EX14 3PJ,591.80,313374.00,101784.00,Awliscombe CP,EAST DEVON,Education Schools,DCC Leasehold of playground,Primary school
089302,AWLISCOMBE CHURCH OF ENGLAND PRIMARY SCHOOL-CHURCH HILL PLAYING FIELD,,,AWLISCOMBE,HONITON,DEVON,EX14 3PJ,,313412.00,101874.00,Awliscombe CP,EAST DEVON,Education Schools,Leasehold,Primary school
089401,ST MARYS CATHOLIC PRIMARY SCHOOL AXMINSTER,,LYME ROAD,,AXMINSTER,DEVON,EX13 5BE,864.00,330143.00,98239.00,Axminster CP,EAST DEVON,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
089601,BEER CHURCH OF ENGLAND PRIMARY SCHOOL,,MARE LANE,BEER,SEATON,DEVON,EX12 3NB,624.00,322447.00,89312.00,Beer CP,EAST DEVON,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
089701,ST PETERS CHURCH OF ENGLAND PRIMARY SCHOOL BUDLEIGH SALTERTON,,MOOR LANE,,BUDLEIGH SALTERTON,DEVON,EX9  6QF,1485.00,305854.00,82686.00,Budleigh Salterton CP,EAST DEVON,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
089801,ALL SAINTS CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,SMALLRIDGE,AXMINSTER,DEVON,EX13 7LX,840.00,330567.00,101157.00,All Saints CP,EAST DEVON,Education Schools,Church Owned,Primary school
089802,ALL SAINTS CHURCH OF ENGLAND PRIMARY SCHOOL-VILLAGE HALL,,,SMALLRIDGE,AXMINSTER,DEVON,EX13 7LX,0,330531.00,101090.00,All Saints CP,EAST DEVON,Education Schools,Memo of Arrangement / User Agreement,Primary school
090001,LADY SEAWARDS C OF E PRIMARY SCHOOL CLYST ST GEORGE-MAIN SCHOOL SITE,,,CLYST ST GEORGE,EXETER,DEVON,EX3  0RE,530.00,298306.00,88834.00,Clyst St. George CP,EAST DEVON,Education Schools,Academy,Primary school
090101,DRAKES CHURCH OF ENGLAND PRIMARY SCHOOL EAST BUDLEIGH-MAIN SCHOOL SITE,,,EAST BUDLEIGH,BUDLEIGH SALTERTON,DEVON,EX9  7DQ,491.00,306665.00,84569.00,East Budleigh CP,EAST DEVON,Education Schools,Church Owned,Primary school
090103,DRAKES CHURCH OF ENGLAND PRIMARY SCHOOL EAST BUDLEIGH-RECREATION GROUND,,,EAST BUDLEIGH,BUDLEIGH SALTERTON,DEVON,EX9  7DQ,,306872.00,84998.00,East Budleigh CP,EAST DEVON,Education Schools,Memo of Arrangement / User Agreement,Primary school
090201,THE BEACON CHURCH OF ENGLAND VOLUNTARY AIDED PRIMARY SCHOOL,1,BEACON PLACE,,EXMOUTH,DEVON,EX8  2SR,1004.00,300127.00,80747.00,Exmouth CP,EAST DEVON,Education Schools,Church Owned,Primary school
090301,ST JOSEPHS CATHOLIC PRIMARY SCHOOL EXMOUTH,,REGENTS GATE,LONG CAUSEWAY,EXMOUTH,DEVON,EX8  2JP,1218.00,300792.00,81026.00,Exmouth CP,EAST DEVON,Education Schools,Church Owned,Primary school
090401,FARWAY CHURCH OF ENGLAND PRIMARY SCHOOL,,,FARWAY,COLYTON,DEVON,EX24 6EQ,430.20,317164.00,96365.00,Farway CP,EAST DEVON,Education Schools,Church Owned,Primary school
090501,FENITON CHURCH OF ENGLAND PRIMARY SCHOOL,,STATION ROAD,FENITON,HONITON,DEVON,EX14 3EA,1439.00,309914.00,99438.00,Feniton CP,EAST DEVON,Education Schools,Church Owned,Primary school
090601,WEBBERS CHURCH OF ENGLAND PRIMARY SCHOOL,,,HOLCOMBE ROGUS,WELLINGTON,SOMERSET,TA21 0PE,719.30,305841.00,118940.00,Holcombe Rogus CP,MID DEVON,Education Schools,Freehold,Primary school
090701,MORCHARD BISHOP CHURCH OF ENGLAND PRIMARY SCHOOL,,CHURCH STREET,MORCHARD BISHOP,CREDITON,DEVON,EX17 6PJ,837.60,277291.00,107628.00,Morchard Bishop CP,MID DEVON,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
090801,OTTERTON CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,OTTERTON,BUDLEIGH SALTERTON,DEVON,EX9  7HU,411.00,308038.00,85172.00,Otterton CP,EAST DEVON,Education Schools,Church Owned,Primary school
090802,OTTERTON CHURCH OF ENGLAND PRIMARY SCHOOL-FIELD AT OTTERTON BRIDGE,,,OTTERTON,BUDLEIGH SALTERTON,DEVON,EX9  7HU,,307818.00,85270.00,Bicton CP,EAST DEVON,Education Schools,Memo of Arrangement / User Agreement,Primary school
090901,ROCKBEARE CHURCH OF ENGLAND PRIMARY SCHOOL,,,ROCKBEARE,EXETER,DEVON,EX5  2EQ,633.70,301932.00,94909.00,Rockbeare CP,EAST DEVON,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
091001,SIDMOUTH PRIMARY SCHOOL - WOOLBROOK ROAD SITE,55,WOOLBROOK ROAD,,SIDMOUTH,DEVON,EX10 9XB,2092.40,312303.00,89044.00,Sidmouth CP,EAST DEVON,Education Schools,Freehold,Primary school
091002,SIDMOUTH PRIMARY SCHOOL - MANSTONE ROAD SITE,,MANSTONE AVENUE,,SIDMOUTH,DEVON,EX10 9TJ,784.90,312523.00,89316.00,Sidmouth CP,EAST DEVON,Education Schools,Freehold,Primary school
091003,SIDMOUTH PRIMARY SCHOOL - VICARAGE ROAD SITE,,VICARAGE ROAD,,SIDMOUTH,DEVON,EX10 8UG,823.10,312725.00,87926.00,Sidmouth CP,EAST DEVON,Education Schools,Church Owned,Primary school
091101,TIPTON ST JOHN CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,TIPTON ST JOHN,SIDMOUTH,DEVON,EX10 0AG,202.80,308798.00,91814.00,Ottery St. Mary CP,EAST DEVON,Education Schools,Church Owned,Primary school
091102,TIPTON ST JOHN CHURCH OF ENGLAND PRIMARY SCHOOL-PLAYGROUND SITE,,,TIPTON ST JOHN,SIDMOUTH,DEVON,EX10 0AG,188.50,308855.00,91821.00,Ottery St. Mary CP,EAST DEVON,Education Schools,Leasehold,Primary school
091103,TIPTON ST JOHN CHURCH OF ENGLAND PRIMARY SCHOOL-TIPTON ST JOHN PLAYING FIELD,,,TIPTON ST JOHN,SIDMOUTH,DEVON,EX10 0AG,,308973.00,92035.00,Ottery St. Mary CP,EAST DEVON,Education Schools,Memo of Arrangement / User Agreement,Primary school
091104,TIPTON ST JOHN CHURCH OF ENGLAND PRIMARY SCHOOL-VILLAGE HALL,,,TIPTON ST JOHN,SIDMOUTH,DEVON,EX10 0AG,0,308883.00,91787.00,Ottery St. Mary CP,EAST DEVON,Education Schools,Licence,Primary school
091201,MRS ETHELSTONS CHURCH OF ENGLAND PRIMARY SCHOOL,,POUND LANE,UPLYME,LYME REGIS,DORSET,DT7  3TT,766.00,332439.00,93520.00,Uplyme CP,EAST DEVON,Education Schools,Church Owned,Primary school
091301,WOODBURY CHURCH OF ENGLAND PRIMARY SCHOOL,,,WOODBURY,EXETER,DEVON,EX5  1NB,994.50,301288.00,87292.00,Woodbury CP,EAST DEVON,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
091401,WOODBURY SALTERTON CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,STONY LANE,,WOODBURY SALTERTON,DEVON,EX5  1PP,400.80,301296.00,89009.00,Woodbury CP,EAST DEVON,Education Schools,Church Owned,Primary school
091402,WOODBURY SALTERTON CHURCH OF ENGLAND PRIMARY SCHOOL-PLAYING FIELD,,STONY LANE,,WOODBURY SALTERTON,DEVON,EX5  1PP,,301288.00,89049.00,Woodbury CP,EAST DEVON,Education Schools,Leasehold,Primary school
091403,WOODBURY SALTERTON CHURCH OF ENGLAND PRIMARY SCHOOL-STONY LANE PLAYING FIELD (Site for pool),,STONY LANE,,WOODBURY SALTERTON,DEVON,EX5  1PP,19.70,301496.00,88865.00,Woodbury CP,EAST DEVON,Education Schools,Leasehold,Primary school
091901,ST JOHNS CATHOLIC PRIMARY SCHOOL TIVERTON,,MELBOURNE STREET,,TIVERTON,DEVON,EX16 5LA,1356.80,294876.00,112851.00,Tiverton CP,MID DEVON,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
092101,PILTON THE BLUECOAT CHURCH OF ENGLAND JUNIOR SCHOOL,,ABBEY ROAD,,BARNSTAPLE,DEVON,EX31 1JU,1577.10,255543.00,133981.00,Barnstaple CP,NORTH DEVON,Education Schools,Academy,Primary school
092201,OUR LADYS CATHOLIC PRIMARY SCHOOL BARNSTAPLE,,CHANTERS HILL,,BARNSTAPLE,DEVON,EX32 8DN,1087.00,256591.00,133265.00,Barnstaple CP,NORTH DEVON,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
092301,CHITTLEHAMPTON CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,,CHITTLEHAMPTON,UMBERLEIGH,DEVON,EX37 9QW,397.00,263562.00,125582.00,Chittlehampton CP,NORTH DEVON,Education Schools,Church Owned,Primary school
092302,CHITTLEHAMPTON CHURCH OF ENGLAND PRIMARY SCHOOL-PARISH GROUNDS,,,CHITTLEHAMPTON,UMBERLEIGH,DEVON,EX37 9QW,308.00,263407.00,125364.00,Chittlehampton CP,NORTH DEVON,Education Schools,Memo of Arrangement / User Agreement,Primary school
092401,DOLTON CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,THE SQUARE,DOLTON,WINKLEIGH,DEVON,EX19 8QF,429.00,256994.00,112052.00,Dolton CP,TORRIDGE,Education Schools,Church Owned,Primary school
